month,paper_count,mention_count,share_pct,rolling_12m_pct
2014-02-01,579,2,0.3454231433506045,0.09935970878491458
2014-03-01,627,0,0.0,0.09935970878491458
2014-04-01,524,0,0.0,0.09935970878491458
2014-05-01,605,1,0.1652892561983471,0.09908097479469817
2014-06-01,548,0,0.0,0.09908097479469817
2014-07-01,665,1,0.15037593984962408,0.11161230311550017
2014-08-01,557,0,0.0,0.08074810558463597
2014-09-01,639,0,0.0,0.0661282225437003
2014-10-01,614,0,0.0,0.0661282225437003
2014-11-01,608,0,0.0,0.0661282225437003
2014-12-01,564,0,0.0,0.0661282225437003
2015-01-01,707,1,0.14144271570014144,0.0668775879248931
2015-02-01,549,1,0.18214936247723132,0.05327143951877866
2015-03-01,596,1,0.16778523489932887,0.06725354242705607
2015-04-01,623,0,0.0,0.06725354242705607
2015-05-01,647,1,0.1545595054095827,0.06635939652799237
2015-06-01,537,2,0.37243947858473,0.09739601974338652
2015-07-01,670,0,0.0,0.08486469142258453
2015-08-01,516,0,0.0,0.08486469142258453
2015-09-01,618,0,0.0,0.08486469142258453
2015-10-01,661,2,0.30257186081694404,0.11007901315732986
2015-11-01,551,1,0.18148820326678766,0.12520303009622882
2015-12-01,571,1,0.17513134851138354,0.1397973091388441
2016-01-01,1071,1,0.09337068160597572,0.13579130629766364
2016-02-01,612,3,0.49019607843137253,0.16146186596050874
2016-03-01,629,1,0.1589825119236884,0.1607283057125387
2016-04-01,597,1,0.16750418760469013,0.17468698801292956
2016-05-01,722,0,0.0,0.16180702922879767
2016-06-01,638,1,0.1567398119122257,0.14383205700608898
2016-07-01,697,1,0.1434720229555237,0.15578805891904926
2016-08-01,548,1,0.18248175182481752,0.1709948715711174
2016-09-01,609,0,0.0,0.1709948715711174
2016-10-01,655,1,0.15267175572519084,0.15850319614680464
2016-11-01,694,0,0.0,0.14337917920790566
2016-12-01,617,1,0.1620745542949757,0.14229111302320502
2017-01-01,751,2,0.2663115845539281,0.15670285493553437
2017-02-01,593,0,0.0,0.11585318173291999
2017-03-01,635,0,0.0,0.10260463907261264
2017-04-01,621,1,0.1610305958132045,0.10206517308998884
2017-05-01,729,2,0.2743484224965706,0.12492754163136972
2017-06-01,595,0,0.0,0.11186589063868425
2017-07-01,661,1,0.15128593040847202,0.11251704959309661
2017-08-01,587,1,0.17035775127768313,0.11150671621416874
2017-09-01,699,2,0.28612303290414876,0.13535030228951447
2017-10-01,619,1,0.16155088852988692,0.13609023002323914
2017-11-01,676,2,0.2958579881656805,0.1607450623703792
2017-12-01,721,2,0.27739251040221913,0.17035489204598284
2018-01-01,637,3,0.47095761381475665,0.18740872781771853
2018-02-01,756,1,0.13227513227513227,0.19843165550731287
2018-03-01,739,4,0.5412719891745602,0.24353765460519292
2018-04-01,642,2,0.3115264797507788,0.25607897826665743
2018-05-01,750,4,0.5333333333333333,0.2776610541697209
2018-06-01,682,1,0.1466275659824047,0.289880018001588
2018-07-01,716,1,0.13966480446927373,0.28891159083998813
2018-08-01,719,0,0.0,0.2747151115668479
2018-09-01,716,2,0.27932960893854747,0.2741489929030478
2018-10-01,731,3,0.4103967168262654,0.2948861452610793
2018-11-01,758,3,0.395778364116095,0.3032128432569472
2018-12-01,647,2,0.3091190108191654,0.30585671829169275
2019-01-01,829,2,0.24125452352231602,0.28671479410065603
2019-02-01,673,2,0.2971768202080238,0.300456601428397
2019-03-01,705,4,0.5673758865248227,0.30263192620758556
2019-04-01,755,3,0.3973509933774834,0.3097839690098109
2019-05-01,905,6,0.6629834254143646,0.3205881433498969
2019-06-01,684,5,0.7309941520467835,0.36928535885526176
2019-07-01,772,5,0.6476683937823834,0.4116189912980209
2019-08-01,740,3,0.40540540540540543,0.44540277508180465
2019-09-01,713,5,0.7012622720897616,0.4805638303444058
2019-10-01,762,0,0.0,0.44636410394221704
2019-11-01,852,4,0.4694835680751174,0.45250620427213556
